tag,seed,condition,samples,accuracy,macro_f1,f1_class0,recall_class0,true0_pred0,true0_pred1,f1_class1,recall_class1,true1_pred0,true1_pred1
distribution20,17,uniform_quarter_0,80450,0.9722063393412057,0.9707474780264607,0.9642148389987837,0.9861524863325367,30124,423,0.9772801170541375,0.9636695188666012,1813,48090
distribution20,17,uniform_quarter_1,80450,0.9722063393412057,0.9707423450405532,0.96419764947001,0.9856614397485841,30109,438,0.9772870406110964,0.9639701019978759,1798,48105
distribution20,17,uniform_quarter_2,80450,0.9724922311995028,0.9710471916016374,0.9645789650591418,0.9864143778439781,30132,415,0.977515418144133,0.9639701019978759,1798,48105
distribution20,17,central_half,80450,0.97136109384711,0.9699899947414945,0.963575426060012,0.9976429763970275,30475,72,0.9764045634229769,0.9552732300663287,2232,47671
distribution20,17,xy_fraction6,80450,0.9852082038533251,0.984369844624623,0.9807499433821865,0.9923724097292697,30314,233,0.9879897458670596,0.9808227962246758,957,48946
distribution20,17,xy_fraction4,80450,0.9852206339341206,0.9843830742177317,0.9807664310325305,0.9924051461681999,30315,232,0.9879997174029329,0.9808227962246758,957,48946
distribution20,17,kept_single,80450,0.9656681168427594,0.9639283599201196,0.956006498677965,0.982420532294497,30010,537,0.971850221162274,0.9554135021942568,2225,47678
distribution20,17,sparse_single,97734,0.9541612949434178,0.9539100438289427,0.9573130061934254,0.9800039016777214,50235,1025,0.9505070814644601,0.9256573568016525,3455,43019
distribution20,17,sparse_context,97734,0.9684347310045635,0.9682924470060252,0.9704164708815604,0.9870854467420991,50598,662,0.9661684231304901,0.9478633214270344,2423,44051
distribution20,37,clean,80450,0.9869732753262896,0.9862191139566769,0.9829952944994321,0.9916194716338756,30291,256,0.9894429334139216,0.9841292106686973,792,49111
distribution20,37,uniform_half_0,80450,0.9816532007458049,0.9806208861390857,0.9761481529362335,0.9887386650080204,30203,344,0.9850936193419378,0.9773159930264713,1132,48771
distribution20,37,uniform_half_1,80450,0.9809198259788688,0.9798417219129538,0.9751798851968632,0.9871673159393721,30155,392,0.9845035586290445,0.9770955653968699,1143,48760
distribution20,37,uniform_half_2,80450,0.9813424487259167,0.980290139166081,0.9757359240878745,0.9879857269126264,30180,367,0.9848443542442876,0.9772759152756347,1134,48769
distribution20,37,uniform_quarter_0,80450,0.9721939092604102,0.9707136196942554,0.9641293715825089,0.9841555635577962,30063,484,0.9772978678060018,0.9648718513917,1753,48150
distribution20,37,uniform_quarter_1,80450,0.9732753262896209,0.9718441423324873,0.9654962126075234,0.9847448194585393,30081,466,0.9781920720574512,0.9662545337955634,1684,48219
distribution20,37,uniform_quarter_2,80450,0.973113735239279,0.9716840800843669,0.965321533355779,0.9855304939928634,30105,442,0.9780466268129548,0.9655130954050859,1721,48182
distribution20,37,central_half,80450,0.9729024238657551,0.9715751981889611,0.9654330384042115,0.996595410351262,30443,104,0.9777173579737106,0.9583992946315852,2076,47827
distribution20,37,xy_fraction6,80450,0.9870229956494717,0.9862715438254843,0.9830596482118518,0.9916522080728059,30292,255,0.9894834394391168,0.9841893272949522,789,49114
distribution20,37,xy_fraction4,80450,0.9870602858918583,0.986311077638671,0.9831086014700872,0.9917176809506661,30294,253,0.9895135538072549,0.9842093661703705,788,49115
distribution20,37,kept_single,80450,0.9674704785581106,0.9658140062183569,0.9582888382397475,0.984122827118866,30062,485,0.9733391741969661,0.9572771176081598,2132,47771
distribution20,37,sparse_single,97734,0.9538236437677778,0.9535626510111166,0.9570440030077765,0.9807647288333984,50274,986,0.9500812990144568,0.9241081034556956,3527,42947
distribution20,37,sparse_context,97734,0.9691714244786871,0.9690416821536688,0.9710458288888248,0.9856418259851736,50524,736,0.9670375354185128,0.9510048629341137,2277,44197
combined23,7,clean,80450,0.9854070851460535,0.984592885479091,0.9810510685002259,0.994893115526893,30391,156,0.988134702457956,0.9796004248241589,1018,48885
combined23,7,uniform_half_0,80450,0.9805344934742076,0.9794671854720813,0.974785856894442,0.9909647428552723,30271,276,0.9841485140497206,0.9741498507103782,1290,48613
combined23,7,uniform_half_1,80450,0.9809322560596644,0.9798817000672464,0.9752843746979022,0.9908010606606213,30266,281,0.9844790254365906,0.9748912891008557,1253,48650
combined23,7,uniform_half_2,80450,0.9804847731510254,0.9794125223025643,0.9747141246577549,0.9906046420270403,30260,287,0.9841109199473738,0.9742901228383063,1283,48620
combined23,7,uniform_quarter_0,80450,0.97230577998757,0.9708524788199904,0.9643440130589253,0.9863161685271876,30129,418,0.9773609445810555,0.9637296354928562,1810,48093
combined23,7,uniform_quarter_1,80450,0.9722684897451833,0.9708089650784459,0.9642817117881558,0.9858578583821652,30115,432,0.977336218368736,0.9639500631224576,1799,48104
combined23,7,uniform_quarter_2,80450,0.9723927905531385,0.9709411678862119,0.964446365397237,0.9861524863325367,30124,423,0.9774359703751867,0.9639701019978759,1798,48105
combined23,7,central_half,80450,0.9716718458669982,0.9703095006182276,0.9639495705269152,0.9974465577634465,30469,78,0.97666943070954,0.9558944352042963,2201,47702
combined23,7,xy_fraction6,80450,0.98544437538844,0.9846323490220501,0.9810997950191261,0.9949585884047534,30393,154,0.988164903024974,0.9796204636995772,1017,48886
combined23,7,xy_fraction4,80450,0.985419515226849,0.9846053587499869,0.9810650696540703,0.9947949062101025,30388,159,0.9881456478459035,0.9796805803258322,1014,48889
combined23,7,kept_single,80450,0.9658172778123058,0.964062747578004,0.9561221559179245,0.9808491832258487,29962,585,0.9720033392380836,0.9566158347193555,2165,47738
combined23,7,sparse_single,97734,0.950232263081425,0.949968521135272,0.9536010683964514,0.975087787748732,49983,1277,0.9463359738740925,0.9228170590007316,3587,42887
combined23,7,sparse_context,97734,0.9681993983669961,0.9680459833016766,0.9702600807609133,0.9890557939914163,50699,561,0.9658318858424397,0.9451951628867754,2547,43927
combined23,17,clean,80450,0.9852952144188937,0.984463959315218,0.9808702964052974,0.9928634563132223,30329,218,0.9880576222251386,0.9806624852213294,965,48938
combined23,17,uniform_half_0,80450,0.9803977625854569,0.9793021978482479,0.9745402883389032,0.9880511997904868,30182,365,0.9840641073575925,0.9757128829930064,1212,48691
combined23,17,uniform_half_1,80450,0.9800372902423866,0.9789104720853479,0.9740356322954054,0.9861524863325367,30124,423,0.9837853118752903,0.9762940103801374,1183,48720
combined23,17,uniform_half_2,80450,0.9802237414543195,0.9791187029134192,0.9743150961367709,0.9878547811569057,30176,371,0.9839223096900674,0.97555257198966,1220,48683
combined23,17,uniform_quarter_0,80450,0.9718831572405221,0.9703559907368489,0.9636275928605885,0.9809146561037091,29964,583,0.9770843886131091,0.966354728172655,1679,48224
combined23,17,uniform_quarter_1,80450,0.9730142945929149,0.9715450088827269,0.9650790586948479,0.9820604314662651,29999,548,0.978010959070606,0.9674769051960804,1623,48280
combined23,17,uniform_quarter_2,80450,0.9723430702299565,0.9708403634425139,0.9642208178558219,0.981471175565522,29981,566,0.9774599090292059,0.9667555056810212,1659,48244
combined23,17,central_half,80450,0.9727781230577999,0.9714493102969901,0.9652898849335911,0.9968900383016336,30452,95,0.977608735660389,0.9580185559986374,2095,47808
combined23,17,xy_fraction6,80450,0.9852827843380982,0.9844505431319985,0.9808531970632944,0.9927979834353619,30327,220,0.9880478892007026,0.9806825240967477,964,48939
combined23,17,xy_fraction4,80450,0.9853573648228714,0.9845300929289542,0.9809526889370371,0.9930271385078732,30334,213,0.9881074969208714,0.9806624852213294,965,48938
combined23,17,kept_single,80450,0.9672218769422001,0.9654556861272374,0.9576446778778972,0.9759059809473926,29811,736,0.9732666943765776,0.9619060978297898,1901,48002
combined23,17,sparse_single,97734,0.9533939059078724,0.9531376648683039,0.956602928706853,0.9793796332422942,50203,1057,0.9496724010297546,0.9247321082755949,3498,42976
combined23,17,sparse_context,97734,0.9679742975832362,0.9678337660108762,0.969959882526825,0.9857978930940304,50532,728,0.9657076494949274,0.9483151869862719,2402,44072
combined23,37,clean,80450,0.9864512119328775,0.9856604624385767,0.982293121933786,0.9897534946148558,30234,313,0.9890278029433673,0.984429793799972,777,49126
combined23,37,uniform_half_0,80450,0.9816904909881914,0.9806481608212113,0.9761569465352304,0.9871018430615117,30153,394,0.9851393751071922,0.9783780534236418,1079,48824
combined23,37,uniform_half_1,80450,0.9810814170292107,0.9799957357398907,0.9753354508329553,0.9851376567257014,30093,454,0.9846560206468263,0.9785984810532433,1068,48835
combined23,37,uniform_half_2,80450,0.9818769422001243,0.9808495429888784,0.976413873430827,0.9879529904736962,30179,368,0.9852852125469299,0.9781576257940404,1090,48813
combined23,37,uniform_quarter_0,80450,0.9734493474207583,0.9720022476250956,0.9656370656370656,0.9824860051723574,30012,535,0.9783674296131254,0.9679177604552832,1601,48302
combined23,37,uniform_quarter_1,80450,0.9731261653200746,0.9716587472514413,0.9652098352214212,0.9817985399548237,29991,556,0.9781076592814614,0.9678175660781917,1606,48297
combined23,37,uniform_quarter_2,80450,0.9733623368551896,0.9719150107223853,0.9655394214224838,0.9828133695616591,30022,525,0.9782906000222868,0.967577099573172,1618,48285
combined23,37,central_half,80450,0.9747172156619018,0.9734484791355674,0.9676444387884958,0.9956787900612172,30415,132,0.979252519482639,0.9618860589543715,1902,48001
combined23,37,xy_fraction6,80450,0.9865257924176507,0.9857393956728597,0.9823905909873615,0.9898517039316463,30237,310,0.989088200358358,0.9844899104262269,774,49129
combined23,37,xy_fraction4,80450,0.9865382224984462,0.9857533432435687,0.9824094076372083,0.9900153861262971,30242,305,0.989097278849929,0.9844097549245536,778,49125
combined23,37,kept_single,80450,0.9681044126786824,0.9664333821138211,0.958944,0.9810128654204996,29967,580,0.9739227642276422,0.9602027934192333,1986,47917
combined23,37,sparse_single,97734,0.954580800949516,0.9543235236417233,0.9577515727759853,0.9815645727662895,50315,945,0.9508954745074614,0.9248181779059259,3494,42980
combined23,37,sparse_context,97734,0.9673194589395707,0.9671922407773068,0.9692352147948372,0.9815255559890753,50313,947,0.9651492667597765,0.9516503851615957,2247,44227
redundant23,7,clean,80450,0.9823990055935363,0.9813987107857167,0.9770851538984368,0.988280354862998,30189,358,0.9857122676729966,0.9787988698074264,1058,48845
redundant23,7,uniform_half_0,80450,0.9782100683654443,0.9769972300761114,0.9717153137454216,0.9857596490653747,30112,435,0.9822791464068013,0.9735887621986654,1318,48585
redundant23,7,uniform_half_1,80450,0.9779987569919204,0.9767762554004167,0.971447928765002,0.9857269126264445,30111,436,0.9821045820358313,0.9732681401919724,1334,48569
redundant23,7,uniform_half_2,80450,0.9770167806090739,0.9757471520842611,0.9701980884225456,0.9852686024814221,30097,450,0.9812962157459765,0.9719656132897821,1399,48504
redundant23,7,uniform_quarter_0,80450,0.970602858918583,0.9690429665417659,0.9620938917472072,0.9825187416112875,30013,534,0.9759920413363246,0.9633088191090716,1831,48072
redundant23,7,uniform_quarter_1,80450,0.9714356743318832,0.9699236829248938,0.9631801576619881,0.9839591449242151,30057,490,0.9766672081877995,0.9637697132436928,1808,48095
redundant23,7,uniform_quarter_2,80450,0.971124922311995,0.969593446709776,0.9627694526805033,0.9832716797066815,30036,511,0.9764174407390488,0.9636895577420195,1812,48091
redundant23,7,central_half,80450,0.9666625233064015,0.965121560471228,0.9577903682719546,0.9961371002062396,30429,118,0.9724527526705012,0.9486203234274493,2564,47339
redundant23,7,xy_fraction6,80450,0.982436295835923,0.9814377809932662,0.9771325921250668,0.988280354862998,30189,358,0.9857429698614657,0.9788589864336813,1055,48848
redundant23,7,xy_fraction4,80450,0.9823244251087632,0.9813192087668972,0.9769858224898038,0.9880839362294169,30183,364,0.9856525950439906,0.9787988698074264,1058,48845
redundant23,7,kept_single,80450,0.969160969546302,0.9675609731862993,0.9603566463736158,0.9837627262906341,30051,496,0.9747652999989829,0.9602228322946517,1985,47918
redundant23,7,sparse_single,97734,0.9538441074753924,0.9535670859967607,0.9571535765508201,0.9829496683573937,50386,874,0.9499805954427011,0.9217411886215948,3637,42837
redundant23,7,sparse_context,97734,0.9658460719913234,0.9656849019999887,0.9680366171288494,0.9860905189231369,50547,713,0.9633331868711279,0.9435168050953221,2625,43849
redundant23,17,clean,80450,0.9816034804226228,0.9805671901505859,0.9760796483061805,0.9885095099355092,30196,351,0.9850547319949913,0.9773761096527263,1129,48774
redundant23,17,uniform_half_0,80450,0.9775264139216905,0.9762865035331394,0.9708640861185419,0.9861197498936066,30123,424,0.9817089209477369,0.9722661964210568,1384,48519
redundant23,17,uniform_half_1,80450,0.9771659415786202,0.9759036850045677,0.9703886390379934,0.9853668117982126,30100,447,0.9814187309711419,0.972145963168547,1390,48513
redundant23,17,uniform_half_2,80450,0.9774269732753262,0.976190985268179,0.9707662588538313,0.9870691066225816,30152,395,0.9816157116825268,0.9715247580305794,1421,48482
redundant23,17,uniform_quarter_0,80450,0.9697824735860783,0.9682095486309126,0.9611381983854208,0.984122827118866,30062,485,0.9752808988764045,0.9610043484359658,1946,47957
redundant23,17,uniform_quarter_1,80450,0.9703293971410815,0.9687874825892817,0.9618501174703128,0.985072183847841,30091,456,0.9757248477082507,0.9613049315672404,1931,47972
redundant23,17,uniform_quarter_2,80450,0.9694468614045991,0.9678637500866754,0.9607310604850305,0.984319245752447,30068,479,0.9749964396883202,0.9603430655471615,1979,47924
redundant23,17,central_half,80450,0.9655438160348042,0.9639770371369834,0.9564643799472295,0.9968245654237732,30450,97,0.9714896943267372,0.9463960082560167,2675,47228
redundant23,17,xy_fraction6,80450,0.9816159105034182,0.9805804381893366,0.9760961970487935,0.9885422463744394,30197,350,0.9850646793298797,0.9773761096527263,1129,48774
redundant23,17,xy_fraction4,80450,0.9815537600994406,0.9805151416358797,0.9760165492274873,0.9885095099355092,30196,351,0.9850137340442721,0.9772959541510531,1133,48770
redundant23,17,kept_single,80450,0.9662026103169671,0.9645310041020354,0.9568309915059141,0.9864471142829083,30133,414,0.9722310166981566,0.9538103921607919,2305,47598
redundant23,17,sparse_single,97734,0.9543659320195633,0.9540934276490136,0.9576303389572883,0.9832618025751073,50402,858,0.9505565163407388,0.9224942978869906,3602,42872
redundant23,17,sparse_context,97734,0.965344711154767,0.9651774746558762,0.9675906877051298,0.9863441279750292,50560,700,0.9627642616066227,0.9421827258251926,2687,43787
redundant23,37,clean,80450,0.9835425730267247,0.9825921514359448,0.9785246220722766,0.9874619438897436,30164,383,0.9866596807996131,0.9811434182313689,941,48962
redundant23,37,uniform_half_0,80450,0.9794033561218148,0.9782241747425919,0.973156863062742,0.9832716797066815,30036,511,0.983291486422442,0.977035448770615,1146,48757
redundant23,37,uniform_half_1,80450,0.9787197016780609,0.977501517903965,0.972266321075652,0.9823877958555668,30009,538,0.9827367147322779,0.9764743602589022,1174,48729
redundant23,37,uniform_half_2,80450,0.9787818520820385,0.9775676376358653,0.9723486627897558,0.9825187416112875,30013,534,0.9827866124819749,0.9764943991343206,1173,48730
redundant23,37,uniform_quarter_0,80450,0.9715475450590428,0.9699808287778536,0.9631228754168614,0.9785248960618064,29891,656,0.9768387821388459,0.9672765164418973,1633,48270
redundant23,37,uniform_quarter_1,80450,0.9723306401491609,0.9708002135110905,0.9641152953314418,0.9789177333289685,29903,644,0.9774851316907391,0.9682984990882312,1582,48321
redundant23,37,uniform_quarter_2,80450,0.972119328775637,0.970585154766813,0.963867454935,0.9793760434739909,29917,630,0.9773028545986259,0.9676772939502635,1613,48290
redundant23,37,central_half,80450,0.9692355500310752,0.9677614328319818,0.9608677091403545,0.9947294333322421,30386,161,0.9746551565236091,0.9536300422820271,2314,47589
redundant23,37,xy_fraction6,80450,0.9835922933499067,0.9826445298375284,0.9785888077858881,0.9874946803286738,30165,382,0.9867002518891688,0.9812035348576238,938,48965
redundant23,37,xy_fraction4,80450,0.9836420136730889,0.9826973348109542,0.978654382663985,0.9875928896454643,30168,379,0.9867402869579236,0.9812235737330421,937,48966
redundant23,37,kept_single,80450,0.9683157240522063,0.9666411290400474,0.9591670004004805,0.9800635086915246,29938,609,0.9741152576796142,0.9611245816884756,1940,47963
redundant23,37,sparse_single,97734,0.9541101356743815,0.9538528937093699,0.9572983214479535,0.9807452204447913,50273,987,0.9504074659707863,0.9247321082755949,3498,42976
redundant23,37,sparse_context,97734,0.9663269691202652,0.9661880310492975,0.9683554649563938,0.9823253999219664,50354,906,0.9640205971422012,0.9486809829151783,2385,44089
